K21,21127050,3,8,6,7
K21,21127051,5,2,6,8
K21,21127052,6,1,2,3
K21,21127053,6,7,0,1
K21,21127054,2,8,9,1
K21,21127055,0,3,6,7
K21,21127056,9,1,5,10
K21,21127057,5,7,0,3
K21,21127058,3,10,2,8
K21,21127059,6,3,6,0
K21,21127060,8,8,0,8
K21,21127061,5,0,2,0
K21,21127062,3,7,2,7
K21,21127063,5,7,1,7
K21,21127064,7,5,7,5
K21,21127065,6,1,8,1
K21,21127066,4,4,3,7
K21,21127067,3,9,1,10
K21,21127068,7,5,1,7
K21,21127069,10,6,7,6
K21,21127070,6,4,10,4
K21,21127071,2,0,3,3
K21,21127072,9,10,8,7
K21,21127073,3,6,0,6
K21,21127001,1,0,7,2
K21,21127002,7,5,4,0
K21,21127003,1,1,6,9
K21,21127004,2,2,9,6
K21,21127005,6,8,3,5
K21,21127006,6,0,6,0
K21,21127007,5,2,4,2
K21,21127008,0,2,5,6
K21,21127009,2,1,3,7
K21,21127010,6,9,0,6
K21,21127011,0,3,2,4
K21,21127012,2,4,2,3
K21,21127013,7,7,1,7
K21,21127014,7,10,9,8
K21,21127015,9,5,3,0
K21,21127016,1,10,4,2
K21,21127017,4,10,7,2
K21,21127018,6,3,10,1
K21,21127019,9,0,5,9
K21,21127020,3,6,10,3
K21,21127021,6,8,4,4
K21,21127022,4,4,7,10
K21,21127023,5,7,6,3
K21,21127024,3,6,6,8
K21,21127025,9,2,4,0
K21,21127026,0,2,5,7
K21,21127027,4,7,3,7
K21,21127028,3,8,9,5
K21,21127029,7,3,0,1
K21,21127030,4,3,4,4
K21,21127031,4,4,3,0
K21,21127032,5,6,7,2
K21,21127033,10,2,5,2
K21,21127034,9,3,10,1
K21,21127035,5,1,9,7
K21,21127036,6,2,5,8
K21,21127037,9,2,6,3
K21,21127038,3,5,9,1
K21,21127039,1,3,3,1
K21,21127040,8,2,1,7
K21,21127041,6,1,9,10
K21,21127042,2,5,3,3
K21,21127043,2,4,4,8
K21,21127044,5,8,7,3
K21,21127074,8,4,10,6
K21,21127075,1,0,1,4
K21,21127076,9,0,7,5
K21,21127077,2,7,9,3
K21,21127078,7,2,5,9
K21,21127079,7,9,2,8
K21,21127080,9,8,2,3
K21,21127081,6,9,2,4
K21,21127082,1,8,8,7
K21,21127083,7,2,3,10
K21,21127084,9,5,3,5
K21,21127085,5,0,4,10
K21,21127086,2,4,6,10
K21,21127087,2,6,2,3
K21,21127088,2,7,3,0
K21,21127089,6,6,1,6
K21,21127090,2,4,2,8
K21,21127091,9,2,2,4
K21,21127092,3,3,7,7
K21,21127093,3,5,7,10
K21,21127094,10,7,9,7
