K19,19126001,3,6,10,3
K19,19126002,6,8,4,4
K19,19126003,4,4,7,10
K19,19126004,5,7,6,3
K19,19126005,3,6,6,8
K19,19126006,9,2,4,0
K19,19126007,0,2,5,7
K19,19126008,4,7,3,7
K19,19126009,3,8,9,5
K19,19126010,7,3,0,1
K19,19126011,4,3,4,4
K19,19126012,4,4,3,0
K19,19126013,5,6,7,2
K19,19126014,10,2,5,2
K19,19126015,9,3,10,1
K19,19126016,5,1,9,7
K19,19126017,6,2,5,8
K19,19126018,9,2,6,3
K19,19126019,3,5,9,1
K19,19126020,1,3,3,1
K19,19126021,8,2,1,7
K19,19126022,6,1,9,10
K19,19126023,2,5,3,3
K19,19126024,2,4,4,8
K19,19126025,5,8,7,3
K19,19126026,8,4,10,6
K19,19126027,1,0,1,4
K19,19126028,9,0,7,5
K19,19126029,2,7,9,3
K19,19126030,7,2,5,9
K19,19126031,7,9,2,8
K19,19126032,9,8,2,3
K19,19126033,6,9,2,4
K19,19126034,1,8,8,7
K19,19126035,7,2,3,10
K19,19126036,9,5,3,5
K19,19126037,5,0,4,10
K19,19126038,2,4,6,10
K19,19126039,2,6,2,3
K19,19126040,2,7,3,0
K19,19126041,6,6,1,6
K19,19126042,2,4,2,8
K19,19126043,9,2,2,4
K19,19126044,3,3,7,7
