K20,20126506,2,3,5,8
K20,20126623,3,0,9,0
K20,20126552,4,7,1,7
K20,20126599,5,7,5,9
K20,20126612,6,0,6,3
K20,20126741,7,3,9,2
K20,20126791,8,6,7,1
K20,20126936,9,5,0,5
K20,20126988,5,4,6,3
K20,20126323,6,1,8,2
K20,20126331,7,1,4,7
K20,20126470,8,4,9,7
K20,20126508,9,4,6,3
K20,20126532,0,7,9,7
K20,20126529,6,3,5,2
K20,20126569,4,2,6,3
K20,20126056,5,1,0,5
K20,20126088,6,4,1,8
K20,20126282,7,7,1,8
K20,20126300,8,3,9,3
K20,20126306,9,7,5,4
K20,20126332,0,5,3,6
K20,20126584,2,4,7,5
K20,20126798,7,1,3,9
K20,20126912,7,8,8,8
K20,20126982,8,8,4,2
K20,20126287,3,3,10,4
K20,20126627,7,2,3,3
K20,20126690,9,10,10,6
K20,20126886,10,9,5,0
K20,20126906,6,4,1,1
K20,20126917,6,3,5,2
K20,20126130,9,10,10,6
K20,20126154,10,9,5,0
K20,20126017,6,4,1,1
K20,20126350,6,3,5,2
K20,20126363,3,0,9,0
K20,20126447,4,7,1,7
K20,20126493,5,7,5,9
K20,20126585,6,0,6,3
K20,20126648,7,3,9,2
