K18,18125001,7,0,1,4
K18,18125002,8,1,4,8
K18,18125003,9,4,2,9
K18,18125004,0,6,5,7
K18,18125005,1,9,5,1
K18,18125006,2,3,5,8
K18,18125007,3,0,9,0
K18,18125008,4,7,1,7
K18,18125009,5,7,5,9
K18,18125010,6,0,6,3
K18,18125011,7,3,9,2
K18,18125012,8,6,7,1
K18,18125013,9,5,0,5
K18,18125014,0,2,4,8
K18,18125015,1,4,8,7
K18,18125016,2,5,8,6
K18,18125017,3,1,7,1
K18,18125018,4,9,7,1
K18,18125019,5,2,9,7
K18,18125020,6,2,3,6
K18,18125021,7,8,4,7
K18,18125022,8,8,1,8
K18,18125023,7,3,5,2
K18,18125024,3,4,7,8
K18,18125025,5,8,4,6
K18,18125026,6,3,2,8
K18,18125027,0,9,9,1
K18,18125028,3,5,1,10
K18,18125029,8,9,7,9
K18,18125030,8,3,6,8
K18,18125031,8,8,8,9
K18,18125032,4,10,2,6
K18,18125033,3,8,6,7
K18,18125034,5,2,6,8
K18,18125035,6,1,2,3
K18,18125036,6,7,0,1
K18,18125037,2,8,9,1
K18,18125038,0,3,6,7
K18,18125039,9,1,5,10
K18,18125040,5,7,0,3
K18,18125041,3,10,2,8
K18,18125042,6,3,6,0
K18,18125043,8,8,0,8
K18,18125044,5,0,2,0
K18,18125045,3,7,2,7
K18,18125046,5,7,1,7
K18,18125047,7,5,7,5
K18,18125048,6,1,8,1
